fact_id,city_id,time_id,observed_at,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
6112,1,1228,2026-06-16 03:00:00+00:00,1,93.85,0.0,0.5,24.54,0.1,1.83,2.92,0.25
6113,2,1228,2026-06-16 03:00:00+00:00,1,92.7,0.0,16.74,45.6,6.28,9.11,16.01,0.37
6114,3,1228,2026-06-16 03:00:00+00:00,1,88.34,0.03,0.89,32.65,0.32,0.5,0.54,0.31
6115,4,1228,2026-06-16 03:00:00+00:00,1,81.57,0.0,1.57,40.94,0.14,2.61,3.57,4.74
6116,5,1228,2026-06-16 03:00:00+00:00,1,151.99,0.0,8.94,28.5,0.4,4.23,4.86,1.49
6117,1,1229,2026-06-16 04:00:00+00:00,1,97.94,0.0,0.59,24.75,0.13,1.94,3.27,0.34
6118,2,1229,2026-06-16 04:00:00+00:00,1,93.18,0.0,16.82,42.46,6.42,9.0,15.42,0.44
6119,3,1229,2026-06-16 04:00:00+00:00,1,90.1,0.09,1.01,33.06,0.38,0.54,0.64,0.33
6120,4,1229,2026-06-16 04:00:00+00:00,1,80.8,0.0,1.55,40.62,0.13,2.45,3.35,4.86
6121,5,1229,2026-06-16 04:00:00+00:00,1,140.15,0.0,7.0,32.38,0.52,3.96,4.52,1.41
6122,1,1230,2026-06-16 05:00:00+00:00,1,102.86,0.08,0.57,25.78,0.18,2.03,3.66,0.45
6123,2,1230,2026-06-16 05:00:00+00:00,1,93.5,0.07,16.41,40.78,6.52,8.51,14.27,0.49
6124,3,1230,2026-06-16 05:00:00+00:00,1,90.69,0.21,1.0,32.95,0.46,0.6,0.72,0.35
6125,4,1230,2026-06-16 05:00:00+00:00,1,81.12,0.01,1.92,39.2,0.13,2.38,3.25,5.06
6126,5,1230,2026-06-16 05:00:00+00:00,1,130.52,0.0,5.41,34.52,0.59,3.8,4.3,1.34
6127,1,1231,2026-06-16 06:00:00+00:00,1,103.55,0.14,0.43,28.92,0.2,2.1,3.84,0.57
6128,2,1231,2026-06-16 06:00:00+00:00,1,93.81,0.78,14.61,41.07,6.44,7.67,12.55,0.51
6129,3,1231,2026-06-16 06:00:00+00:00,1,90.48,0.29,0.89,34.52,0.54,0.68,0.8,0.41
6130,4,1231,2026-06-16 06:00:00+00:00,1,82.15,0.13,2.61,37.08,0.13,2.41,3.26,5.41
6131,5,1231,2026-06-16 06:00:00+00:00,1,122.81,0.0,4.19,36.19,0.66,3.71,4.16,1.29
6132,1,1232,2026-06-16 07:00:00+00:00,1,81.76,0.06,0.18,41.91,0.16,1.19,2.31,0.42
6133,2,1232,2026-06-16 07:00:00+00:00,1,93.85,1.74,12.12,42.12,6.2,6.69,10.63,0.53
6134,3,1232,2026-06-16 07:00:00+00:00,1,92.15,0.21,0.73,44.23,0.49,0.65,0.74,0.39
6135,4,1232,2026-06-16 07:00:00+00:00,1,83.29,0.32,3.09,36.17,0.15,2.56,3.44,5.67
6136,5,1232,2026-06-16 07:00:00+00:00,1,116.39,0.0,3.33,39.21,0.82,3.68,4.11,1.27
6137,1,1233,2026-06-16 08:00:00+00:00,1,76.89,0.04,0.12,44.86,0.16,1.11,2.16,0.41
6138,2,1233,2026-06-16 08:00:00+00:00,1,93.72,2.76,10.29,42.65,6.18,5.84,9.11,0.53
6139,3,1233,2026-06-16 08:00:00+00:00,1,92.58,0.16,0.63,48.88,0.39,0.64,0.7,0.29
6140,4,1233,2026-06-16 08:00:00+00:00,1,84.17,0.56,3.09,36.53,0.18,2.84,3.85,5.59
6141,5,1233,2026-06-16 08:00:00+00:00,1,112.72,0.0,2.98,40.43,1.0,3.79,4.24,1.25
6142,1,1234,2026-06-16 09:00:00+00:00,1,74.76,0.03,0.09,45.27,0.16,1.21,2.25,0.41
6143,2,1234,2026-06-16 09:00:00+00:00,1,93.03,3.62,8.81,42.95,6.15,5.14,8.04,0.52
6144,3,1234,2026-06-16 09:00:00+00:00,1,92.75,0.14,0.62,50.05,0.35,0.64,0.68,0.24
6145,4,1234,2026-06-16 09:00:00+00:00,1,84.88,0.71,2.79,38.14,0.19,3.26,4.43,5.2
6146,5,1234,2026-06-16 09:00:00+00:00,1,111.47,0.0,3.0,42.12,1.24,3.95,4.43,1.15
6147,1,1235,2026-06-16 10:00:00+00:00,1,71.33,0.03,0.08,48.39,0.13,1.14,2.02,0.33
6148,2,1235,2026-06-16 10:00:00+00:00,1,92.04,3.95,8.0,43.32,6.09,4.63,7.4,0.49
6149,3,1235,2026-06-16 10:00:00+00:00,1,93.32,0.14,0.63,51.31,0.32,0.6,0.63,0.22
6150,4,1235,2026-06-16 10:00:00+00:00,1,85.12,0.49,1.84,51.3,0.2,3.93,5.2,4.34
6151,5,1235,2026-06-16 10:00:00+00:00,1,110.38,0.0,3.3,42.7,1.48,3.97,4.49,1.02
6152,1,1236,2026-06-16 11:00:00+00:00,1,69.13,0.02,0.08,49.83,0.12,1.12,1.9,0.3
6153,2,1236,2026-06-16 11:00:00+00:00,1,91.59,4.15,7.88,44.11,6.25,4.37,7.3,0.42
6154,3,1236,2026-06-16 11:00:00+00:00,1,93.16,0.14,0.63,52.7,0.32,0.56,0.59,0.22
6155,4,1236,2026-06-16 11:00:00+00:00,2,84.55,0.31,1.16,61.47,0.18,4.95,6.29,3.74
6156,5,1236,2026-06-16 11:00:00+00:00,1,112.8,0.1,4.08,41.18,1.62,3.84,4.4,0.99
6157,1,1237,2026-06-16 12:00:00+00:00,1,68.33,0.03,0.09,50.03,0.12,1.12,1.88,0.3
6158,2,1237,2026-06-16 12:00:00+00:00,1,91.68,4.12,7.81,46.16,6.34,4.31,7.6,0.3
6159,3,1237,2026-06-16 12:00:00+00:00,1,92.81,0.14,0.61,54.35,0.31,0.53,0.56,0.22
6160,4,1237,2026-06-16 12:00:00+00:00,2,83.98,0.21,0.78,68.3,0.17,6.02,7.51,3.42
6161,5,1237,2026-06-16 12:00:00+00:00,1,118.2,0.77,4.56,41.72,1.81,3.59,4.18,0.96
6162,1,1238,2026-06-16 13:00:00+00:00,1,73.53,0.04,0.18,48.64,0.15,1.32,2.3,0.45
6163,2,1238,2026-06-16 13:00:00+00:00,1,91.77,3.75,7.99,49.32,6.31,4.44,8.3,0.16
6164,3,1238,2026-06-16 13:00:00+00:00,1,92.81,0.14,0.59,57.18,0.3,0.5,0.51,0.22
6165,4,1238,2026-06-16 13:00:00+00:00,2,82.37,0.11,0.45,77.56,0.14,5.09,6.44,2.56
6166,5,1238,2026-06-16 13:00:00+00:00,1,120.64,1.17,4.6,47.23,2.09,3.25,3.83,0.88
6167,1,1239,2026-06-16 14:00:00+00:00,1,83.44,0.03,0.37,45.71,0.19,1.71,3.08,0.7
6168,2,1239,2026-06-16 14:00:00+00:00,1,91.68,3.21,8.09,53.19,6.07,4.65,9.1,0.03
6169,3,1239,2026-06-16 14:00:00+00:00,2,92.44,0.12,0.54,60.43,0.27,0.5,0.5,0.2
6170,4,1239,2026-06-16 14:00:00+00:00,2,81.29,0.09,0.39,80.0,0.13,4.68,6.14,2.25
6171,5,1239,2026-06-16 14:00:00+00:00,1,119.76,1.03,4.43,53.36,2.15,3.13,3.69,0.83
6172,1,1240,2026-06-16 15:00:00+00:00,1,94.01,0.0,0.64,42.71,0.22,2.11,3.88,0.85
6173,2,1240,2026-06-16 15:00:00+00:00,1,91.31,2.65,8.02,56.35,5.78,4.79,9.7,0.0
6174,3,1240,2026-06-16 15:00:00+00:00,2,92.34,0.1,0.51,63.61,0.25,0.5,0.5,0.19
6175,4,1240,2026-06-16 15:00:00+00:00,2,81.44,0.09,0.44,80.93,0.13,4.83,6.53,2.32
6176,5,1240,2026-06-16 15:00:00+00:00,2,119.33,0.72,4.14,60.83,2.16,3.29,3.85,0.81
6177,1,1241,2026-06-16 16:00:00+00:00,1,108.81,0.0,0.91,38.07,0.26,2.78,5.12,0.96
6178,2,1241,2026-06-16 16:00:00+00:00,1,90.66,2.13,7.98,57.41,5.46,4.76,9.8,0.0
6179,3,1241,2026-06-16 16:00:00+00:00,2,92.48,0.09,0.62,63.32,0.28,0.5,0.5,0.23
6180,4,1241,2026-06-16 16:00:00+00:00,2,82.21,0.1,0.52,82.25,0.13,4.85,6.69,2.46
6181,5,1241,2026-06-16 16:00:00+00:00,2,107.72,0.14,2.75,81.24,1.92,3.03,3.39,0.43
6182,1,1242,2026-06-16 17:00:00+00:00,1,131.94,0.0,1.25,33.45,0.3,3.91,7.04,1.1
6183,2,1242,2026-06-16 17:00:00+00:00,1,90.28,1.73,8.75,56.14,5.42,4.68,9.49,0.0
6184,3,1242,2026-06-16 17:00:00+00:00,1,92.77,0.06,0.89,59.41,0.36,0.52,0.56,0.32
6185,4,1242,2026-06-16 17:00:00+00:00,2,82.8,0.09,0.59,82.48,0.14,4.66,6.49,2.6
6186,5,1242,2026-06-16 17:00:00+00:00,2,103.52,0.09,2.11,86.0,1.73,3.04,3.33,0.31
6187,1,1243,2026-06-16 18:00:00+00:00,1,153.99,0.0,1.51,29.71,0.31,5.09,8.88,1.13
6188,2,1243,2026-06-16 18:00:00+00:00,1,90.08,1.27,10.15,54.0,5.43,4.57,8.83,0.02
6189,3,1243,2026-06-16 18:00:00+00:00,1,92.89,0.01,1.16,55.55,0.42,0.58,0.66,0.36
6190,4,1243,2026-06-16 18:00:00+00:00,2,83.23,0.07,0.68,81.81,0.14,4.36,6.14,2.72
6191,5,1243,2026-06-16 18:00:00+00:00,2,102.87,0.09,2.06,86.29,1.72,3.17,3.47,0.3
6192,1,1244,2026-06-16 19:00:00+00:00,1,171.6,0.0,1.7,26.23,0.3,6.11,10.32,0.97
6193,2,1244,2026-06-16 19:00:00+00:00,1,90.07,0.63,12.06,51.55,5.55,4.48,8.25,0.02
6194,3,1244,2026-06-16 19:00:00+00:00,1,91.91,0.0,1.28,52.07,0.44,0.63,0.72,0.35
6195,4,1244,2026-06-16 19:00:00+00:00,2,83.82,0.05,1.12,74.55,0.15,4.14,5.85,2.89
6196,5,1244,2026-06-16 19:00:00+00:00,2,104.44,0.11,2.11,87.34,1.75,3.43,3.75,0.35
6197,1,1245,2026-06-16 20:00:00+00:00,1,181.99,0.0,1.79,23.66,0.26,6.72,10.84,0.67
6198,2,1245,2026-06-16 20:00:00+00:00,1,90.07,0.11,13.83,49.22,5.75,4.47,8.08,0.03
6199,3,1245,2026-06-16 20:00:00+00:00,1,91.6,0.0,1.28,49.93,0.44,0.65,0.74,0.32
6200,4,1245,2026-06-16 20:00:00+00:00,2,84.66,0.01,1.79,63.87,0.17,4.02,5.69,3.15
6201,5,1245,2026-06-16 20:00:00+00:00,2,106.2,0.14,2.32,86.75,1.73,3.68,4.04,0.43
6202,1,1246,2026-06-16 21:00:00+00:00,1,177.95,0.0,1.7,22.1,0.18,6.57,10.11,0.39
6203,2,1246,2026-06-16 21:00:00+00:00,1,90.34,0.0,14.44,48.27,5.88,4.48,8.11,0.02
6204,3,1246,2026-06-16 21:00:00+00:00,1,91.11,0.0,1.2,48.25,0.42,0.64,0.73,0.28
6205,4,1246,2026-06-16 21:00:00+00:00,1,85.51,0.0,2.26,55.92,0.17,3.89,5.52,3.41
6206,5,1246,2026-06-16 21:00:00+00:00,2,109.01,0.18,2.75,86.16,1.68,3.92,4.3,0.51
6207,1,1247,2026-06-16 22:00:00+00:00,1,160.15,0.0,1.43,23.2,0.12,5.71,8.45,0.25
6208,2,1247,2026-06-16 22:00:00+00:00,1,90.71,0.0,14.57,48.19,5.93,4.51,8.21,0.02
6209,3,1247,2026-06-16 22:00:00+00:00,1,90.12,0.0,1.1,46.11,0.38,0.62,0.71,0.24
6210,4,1247,2026-06-16 22:00:00+00:00,1,84.17,0.0,2.63,47.06,0.16,3.77,5.35,3.56
6211,5,1247,2026-06-16 22:00:00+00:00,2,115.62,0.22,3.78,83.35,1.69,4.19,4.59,0.64
6212,1,1248,2026-06-16 23:00:00+00:00,1,150.77,0.0,1.27,23.45,0.09,5.25,7.55,0.23
6213,2,1248,2026-06-16 23:00:00+00:00,1,91.43,0.0,14.75,48.02,6.03,4.65,8.5,0.02
6214,3,1248,2026-06-16 23:00:00+00:00,1,89.73,0.0,1.02,43.59,0.34,0.6,0.7,0.22
6215,4,1248,2026-06-16 23:00:00+00:00,1,83.56,0.0,2.79,39.09,0.15,3.73,5.29,3.57
6216,5,1248,2026-06-16 23:00:00+00:00,2,122.82,0.25,5.04,77.91,1.72,4.49,4.94,0.78
6217,1,1249,2026-06-17 00:00:00+00:00,1,142.72,0.0,1.14,23.86,0.09,4.84,6.82,0.23
6218,2,1249,2026-06-17 00:00:00+00:00,1,91.97,0.0,15.0,47.31,6.14,4.86,8.96,0.02
6219,3,1249,2026-06-17 00:00:00+00:00,1,89.33,0.0,0.97,40.61,0.32,0.61,0.72,0.21
6220,4,1249,2026-06-17 00:00:00+00:00,1,83.12,0.0,2.77,33.29,0.16,3.7,5.24,3.4
6221,5,1249,2026-06-17 00:00:00+00:00,2,127.07,0.12,6.09,73.34,1.8,4.74,5.25,0.88
6222,1,1250,2026-06-17 01:00:00+00:00,1,134.77,0.0,1.02,24.16,0.08,4.4,6.2,0.26
6223,2,1250,2026-06-17 01:00:00+00:00,1,92.41,0.0,15.27,46.19,6.01,5.08,9.21,0.03
6224,3,1250,2026-06-17 01:00:00+00:00,1,88.4,0.0,0.96,37.15,0.31,0.63,0.75,0.21
6225,4,1250,2026-06-17 01:00:00+00:00,1,82.23,0.0,2.7,28.33,0.16,3.65,5.18,3.02
6226,5,1250,2026-06-17 01:00:00+00:00,2,127.9,0.0,6.45,68.58,1.75,4.94,5.53,0.94
6227,1,1251,2026-06-17 02:00:00+00:00,1,131.21,0.0,0.97,23.62,0.09,4.18,5.94,0.33
6228,2,1251,2026-06-17 02:00:00+00:00,1,92.93,0.0,15.68,44.99,5.89,5.26,9.28,0.08
6229,3,1251,2026-06-17 02:00:00+00:00,1,88.01,0.01,1.0,34.31,0.32,0.67,0.79,0.21
6230,4,1251,2026-06-17 02:00:00+00:00,1,82.04,0.0,2.67,23.96,0.14,3.68,5.24,2.85
6231,5,1251,2026-06-17 02:00:00+00:00,2,129.18,0.0,6.36,63.18,1.59,5.31,5.98,1.02
6232,1,1252,2026-06-17 03:00:00+00:00,1,131.66,0.0,0.99,23.19,0.12,4.17,6.02,0.47
6233,2,1252,2026-06-17 03:00:00+00:00,1,93.44,0.0,16.15,43.83,5.87,5.46,9.32,0.15
6234,3,1252,2026-06-17 03:00:00+00:00,1,88.45,0.07,1.07,32.6,0.37,0.72,0.85,0.23
6235,4,1252,2026-06-17 03:00:00+00:00,1,82.49,0.0,2.76,20.57,0.14,3.79,5.43,3.08
6236,5,1252,2026-06-17 03:00:00+00:00,1,131.35,0.0,6.31,58.12,1.41,5.8,6.58,1.01
6237,1,1253,2026-06-17 04:00:00+00:00,1,140.6,0.01,1.14,22.94,0.21,4.59,6.97,0.77
6238,2,1253,2026-06-17 04:00:00+00:00,1,94.16,0.0,16.65,42.68,5.91,5.68,9.39,0.23
6239,3,1253,2026-06-17 04:00:00+00:00,1,89.76,0.14,1.24,33.56,0.47,0.75,0.88,0.27
6240,4,1253,2026-06-17 04:00:00+00:00,1,82.48,0.01,3.04,17.52,0.15,3.9,5.6,3.11
6241,5,1253,2026-06-17 04:00:00+00:00,1,131.6,0.0,6.05,52.96,1.22,6.32,7.18,0.85
6242,1,1254,2026-06-17 05:00:00+00:00,1,151.29,0.18,1.05,23.8,0.27,5.06,8.14,0.95
6243,2,1254,2026-06-17 05:00:00+00:00,1,94.35,0.01,17.18,41.14,5.88,5.85,9.28,0.3
6244,3,1254,2026-06-17 05:00:00+00:00,1,90.24,0.18,1.42,33.62,0.55,0.76,0.87,0.3
6245,4,1254,2026-06-17 05:00:00+00:00,1,84.45,0.18,3.74,14.5,0.19,4.07,5.87,2.35
6246,5,1254,2026-06-17 05:00:00+00:00,1,132.39,0.0,5.62,48.67,1.08,6.88,7.88,0.66
6247,1,1255,2026-06-17 06:00:00+00:00,1,151.03,0.24,0.72,28.71,0.29,5.28,8.61,1.08
6248,2,1255,2026-06-17 06:00:00+00:00,1,94.44,0.13,17.6,40.0,5.81,5.97,9.14,0.36
6249,3,1255,2026-06-17 06:00:00+00:00,1,89.64,0.17,1.55,32.57,0.6,0.74,0.84,0.32
6250,4,1255,2026-06-17 06:00:00+00:00,1,86.87,1.39,3.67,14.08,0.23,4.27,6.16,2.05
6251,5,1255,2026-06-17 06:00:00+00:00,1,132.65,0.0,5.19,44.31,0.97,7.39,8.52,0.5
6252,1,1256,2026-06-17 07:00:00+00:00,1,105.27,0.09,0.27,45.07,0.22,2.79,4.71,0.64
6253,2,1256,2026-06-17 07:00:00+00:00,1,94.55,0.41,17.51,39.7,5.7,6.01,8.98,0.4
6254,3,1256,2026-06-17 07:00:00+00:00,1,90.77,0.11,1.3,40.67,0.45,0.52,0.57,0.26
6255,4,1256,2026-06-17 07:00:00+00:00,1,89.86,1.95,3.13,21.04,0.28,4.41,6.31,2.39
6256,5,1256,2026-06-17 07:00:00+00:00,1,131.98,0.0,4.88,39.61,0.88,7.72,8.97,0.39
6257,1,1257,2026-06-17 08:00:00+00:00,1,95.03,0.05,0.16,49.39,0.22,2.43,4.13,0.59
6258,2,1257,2026-06-17 08:00:00+00:00,1,94.49,0.79,16.59,40.81,5.63,5.93,8.92,0.36
6259,3,1257,2026-06-17 08:00:00+00:00,1,90.32,0.1,0.9,48.05,0.32,0.5,0.5,0.19
6260,4,1257,2026-06-17 08:00:00+00:00,1,90.18,2.0,2.75,26.27,0.29,4.64,6.54,2.76
6261,5,1257,2026-06-17 08:00:00+00:00,1,131.1,0.0,4.67,34.77,0.78,7.98,9.32,0.34
6262,1,1258,2026-06-17 09:00:00+00:00,1,90.12,0.04,0.13,50.66,0.23,2.5,4.19,0.58
6263,2,1258,2026-06-17 09:00:00+00:00,1,94.53,1.1,14.96,43.59,5.51,5.71,8.77,0.26
6264,3,1258,2026-06-17 09:00:00+00:00,1,89.78,0.11,0.73,50.63,0.29,0.5,0.5,0.16
6265,4,1258,2026-06-17 09:00:00+00:00,1,89.25,1.42,2.39,36.5,0.32,5.37,7.28,3.04
6266,5,1258,2026-06-17 09:00:00+00:00,1,130.3,0.0,4.56,30.26,0.69,8.17,9.59,0.32
6267,1,1259,2026-06-17 10:00:00+00:00,1,81.14,0.03,0.1,55.27,0.19,2.03,3.26,0.42
6268,2,1259,2026-06-17 10:00:00+00:00,1,94.1,1.51,12.83,47.27,5.49,5.47,8.8,0.16
6269,3,1259,2026-06-17 10:00:00+00:00,1,90.27,0.12,0.66,52.5,0.28,0.5,0.5,0.15
6270,4,1259,2026-06-17 10:00:00+00:00,2,86.76,0.21,0.78,74.67,0.35,4.92,6.83,2.9
6271,5,1259,2026-06-17 10:00:00+00:00,1,129.49,0.0,4.6,26.29,0.63,8.24,9.72,0.32
6272,1,1260,2026-06-17 11:00:00+00:00,1,76.92,0.03,0.11,56.67,0.16,1.91,2.92,0.37
6273,2,1260,2026-06-17 11:00:00+00:00,1,93.77,1.5,11.4,50.49,5.43,5.28,9.05,0.09
6274,3,1260,2026-06-17 11:00:00+00:00,1,90.26,0.13,0.63,53.7,0.29,0.5,0.5,0.15
6275,4,1260,2026-06-17 11:00:00+00:00,2,84.39,0.1,0.43,80.53,0.26,4.67,6.75,2.69
6276,5,1260,2026-06-17 11:00:00+00:00,1,132.77,0.15,5.2,23.25,0.65,8.24,9.8,0.41
6277,1,1261,2026-06-17 12:00:00+00:00,1,76.06,0.03,0.12,56.24,0.16,1.98,2.97,0.37
6278,2,1261,2026-06-17 12:00:00+00:00,1,93.43,1.5,9.55,55.05,5.16,5.04,9.38,0.04
6279,3,1261,2026-06-17 12:00:00+00:00,1,90.24,0.12,0.6,54.78,0.3,0.5,0.5,0.15
6280,4,1261,2026-06-17 12:00:00+00:00,2,83.18,0.09,0.38,81.64,0.22,4.69,6.88,2.62
6281,5,1261,2026-06-17 12:00:00+00:00,1,140.13,1.28,5.16,24.51,0.76,8.25,9.84,0.58
6282,1,1262,2026-06-17 13:00:00+00:00,1,86.64,0.06,0.3,52.41,0.21,2.54,3.88,0.62
6283,2,1262,2026-06-17 13:00:00+00:00,2,92.92,1.84,6.0,63.85,4.55,4.75,9.7,0.0
6284,3,1262,2026-06-17 13:00:00+00:00,1,90.59,0.13,0.62,55.19,0.31,0.5,0.5,0.15
6285,4,1262,2026-06-17 13:00:00+00:00,2,83.0,0.08,0.35,83.32,0.18,4.44,6.71,2.34
6286,5,1262,2026-06-17 13:00:00+00:00,1,143.67,1.89,4.62,32.73,0.95,8.31,9.83,0.77
6287,1,1263,2026-06-17 14:00:00+00:00,1,106.15,0.06,0.7,46.56,0.28,3.53,5.5,0.98
6288,2,1263,2026-06-17 14:00:00+00:00,2,92.89,1.43,5.28,70.45,4.54,4.92,10.87,0.0
6289,3,1263,2026-06-17 14:00:00+00:00,1,90.5,0.14,0.66,54.86,0.31,0.5,0.5,0.16
6290,4,1263,2026-06-17 14:00:00+00:00,2,81.93,0.07,0.33,83.64,0.14,4.01,6.31,1.94
6291,5,1263,2026-06-17 14:00:00+00:00,1,141.2,1.48,4.25,42.77,1.03,8.38,9.77,0.93
6292,1,1264,2026-06-17 15:00:00+00:00,1,127.37,0.0,1.23,41.47,0.33,4.55,7.19,1.22
6293,2,1264,2026-06-17 15:00:00+00:00,2,93.32,1.25,5.26,75.0,4.66,5.1,11.64,0.0
6294,3,1264,2026-06-17 15:00:00+00:00,1,90.05,0.14,0.67,54.76,0.3,0.5,0.5,0.15
6295,4,1264,2026-06-17 15:00:00+00:00,2,81.3,0.08,0.37,83.51,0.12,3.86,6.2,1.8
6296,5,1264,2026-06-17 15:00:00+00:00,1,136.39,0.81,3.49,57.37,1.12,8.71,9.95,1.0
6297,1,1265,2026-06-17 16:00:00+00:00,1,154.79,0.0,1.7,35.89,0.39,5.93,9.56,1.45
6298,2,1265,2026-06-17 16:00:00+00:00,2,93.42,1.37,5.94,76.59,5.07,5.29,12.18,0.0
6299,3,1265,2026-06-17 16:00:00+00:00,1,89.66,0.11,0.74,53.71,0.3,0.5,0.5,0.16
6300,4,1265,2026-06-17 16:00:00+00:00,2,81.73,0.08,0.44,84.45,0.11,3.87,6.23,1.78
6301,5,1265,2026-06-17 16:00:00+00:00,2,112.95,0.19,1.47,95.62,1.22,6.77,7.36,0.64
6302,1,1266,2026-06-17 17:00:00+00:00,1,191.96,0.0,2.17,30.9,0.44,7.93,12.82,1.65
6303,2,1266,2026-06-17 17:00:00+00:00,2,93.75,1.6,7.49,76.4,5.76,5.68,12.86,0.01
6304,3,1266,2026-06-17 17:00:00+00:00,1,89.78,0.07,0.97,51.23,0.37,0.5,0.5,0.18
6305,4,1266,2026-06-17 17:00:00+00:00,2,81.91,0.08,0.51,84.83,0.12,3.95,6.31,1.85
6306,5,1266,2026-06-17 17:00:00+00:00,3,101.67,0.11,0.93,102.52,0.86,4.83,5.17,0.56
6307,1,1267,2026-06-17 18:00:00+00:00,1,226.45,0.0,2.54,26.92,0.45,9.99,15.96,1.47
6308,2,1267,2026-06-17 18:00:00+00:00,2,93.9,1.61,9.39,75.27,6.31,5.96,13.11,0.02
6309,3,1267,2026-06-17 18:00:00+00:00,1,89.9,0.01,1.19,48.62,0.43,0.5,0.5,0.19
6310,4,1267,2026-06-17 18:00:00+00:00,2,82.18,0.07,0.59,84.77,0.12,4.01,6.35,1.94
6311,5,1267,2026-06-17 18:00:00+00:00,3,98.59,0.11,0.87,102.19,0.71,4.08,4.35,0.58
6312,1,1268,2026-06-17 19:00:00+00:00,2,251.64,0.0,2.76,23.77,0.46,11.65,18.18,1.41
6313,2,1268,2026-06-17 19:00:00+00:00,2,94.36,1.08,12.19,72.58,6.81,6.19,13.24,0.02
6314,3,1268,2026-06-17 19:00:00+00:00,1,89.22,0.0,1.24,45.81,0.44,0.5,0.5,0.19
6315,4,1268,2026-06-17 19:00:00+00:00,2,82.99,0.07,1.39,72.77,0.15,4.14,6.44,2.38
6316,5,1268,2026-06-17 19:00:00+00:00,3,98.89,0.14,0.9,102.92,0.66,3.86,4.11,0.62
6317,1,1269,2026-06-17 20:00:00+00:00,2,266.77,0.0,2.86,21.81,0.44,12.63,19.28,1.39
6318,2,1269,2026-06-17 20:00:00+00:00,2,94.67,0.24,15.1,68.89,7.18,6.32,13.31,0.02
6319,3,1269,2026-06-17 20:00:00+00:00,1,89.17,0.0,1.19,42.8,0.4,0.5,0.5,0.18
6320,4,1269,2026-06-17 20:00:00+00:00,1,84.52,0.01,2.63,56.07,0.18,4.36,6.61,3.0
6321,5,1269,2026-06-17 20:00:00+00:00,3,99.28,0.17,1.1,101.81,0.66,3.89,4.14,0.66
6322,1,1270,2026-06-17 21:00:00+00:00,2,262.79,0.0,2.72,20.62,0.35,12.44,18.4,1.21
6323,2,1270,2026-06-17 21:00:00+00:00,2,95.26,0.0,15.93,65.91,7.33,6.35,13.25,0.02
6324,3,1270,2026-06-17 21:00:00+00:00,1,88.94,0.0,1.09,39.62,0.35,0.5,0.52,0.19
6325,4,1270,2026-06-17 21:00:00+00:00,1,85.88,0.0,3.52,44.06,0.18,4.55,6.76,3.43
6326,5,1270,2026-06-17 21:00:00+00:00,3,100.27,0.21,1.43,100.34,0.67,3.91,4.17,0.7
6327,1,1271,2026-06-17 22:00:00+00:00,2,251.04,0.0,2.5,20.13,0.3,11.75,16.88,1.15
6328,2,1271,2026-06-17 22:00:00+00:00,2,95.47,0.0,16.3,63.15,7.35,6.35,13.24,0.02
6329,3,1271,2026-06-17 22:00:00+00:00,1,88.08,0.0,0.99,36.32,0.3,0.51,0.55,0.19
6330,4,1271,2026-06-17 22:00:00+00:00,1,84.65,0.0,3.87,35.75,0.15,4.58,6.68,3.56
6331,5,1271,2026-06-17 22:00:00+00:00,2,108.37,0.39,2.84,90.98,0.67,4.05,4.34,0.82
6332,1,1272,2026-06-17 23:00:00+00:00,2,240.81,0.0,2.32,20.63,0.28,11.08,15.69,1.2
6333,2,1272,2026-06-17 23:00:00+00:00,2,95.94,0.0,17.1,60.07,7.47,6.43,13.42,0.02
6334,3,1272,2026-06-17 23:00:00+00:00,1,87.77,0.0,0.94,33.97,0.28,0.51,0.58,0.19
6335,4,1272,2026-06-17 23:00:00+00:00,1,84.32,0.0,3.59,31.94,0.13,4.58,6.56,3.55
6336,5,1272,2026-06-17 23:00:00+00:00,2,119.01,0.46,4.92,76.44,0.71,4.28,4.65,1.0
6337,1,1273,2026-06-18 00:00:00+00:00,2,230.0,0.0,2.14,21.92,0.28,10.36,14.64,1.28
6338,2,1273,2026-06-18 00:00:00+00:00,1,96.41,0.0,18.41,56.4,7.67,6.62,13.73,0.02
6339,3,1273,2026-06-18 00:00:00+00:00,1,87.46,0.0,0.92,32.4,0.28,0.55,0.62,0.19
6340,4,1273,2026-06-18 00:00:00+00:00,1,84.16,0.0,3.09,30.74,0.11,4.51,6.35,3.5
6341,5,1273,2026-06-18 00:00:00+00:00,2,124.89,0.21,6.64,66.39,0.83,4.53,5.01,1.16
6342,1,1274,2026-06-18 01:00:00+00:00,1,213.69,0.0,1.9,25.05,0.27,9.37,13.38,1.31
6343,2,1274,2026-06-18 01:00:00+00:00,1,96.95,0.0,20.44,51.96,7.93,6.93,14.16,0.02
6344,3,1274,2026-06-18 01:00:00+00:00,1,87.12,0.0,0.93,31.6,0.29,0.57,0.65,0.2
6345,4,1274,2026-06-18 01:00:00+00:00,1,83.62,0.0,2.66,29.59,0.11,4.39,6.06,3.29
6346,5,1274,2026-06-18 01:00:00+00:00,2,125.69,0.01,7.24,60.81,0.99,4.82,5.41,1.24
6347,1,1275,2026-06-18 02:00:00+00:00,1,205.38,0.0,1.77,26.26,0.26,8.89,12.76,1.31
